Hugo_Symbol	Entrez_Gene_Id	GTEX-ZLWG-1026-SM-4WWC4	GTEX-13OVJ-2326-SM-5IJGA	GTEX-14BIM-2226-SM-5SI8Y	GTEX-Q734-1626-SM-48U1B	GTEX-S7SF-0826-SM-4AD4W	GTEX-12WSD-2826-SM-59HKT	GTEX-145ME-1326-SM-5O98Q	GTEX-S341-1026-SM-4AD71	GTEX-P4PP-2026-SM-3P61N	GTEX-113JC-2226-SM-5EGJG
MS4A4A	51338	352	163	46	338	233	80	175	242	63	35
C20orf26	26074	9	8	22	7	3	10	2	2	35	4
RASGRF2	5924	323	1034	972.95	570	620	898.12	363	338	293	714
CCDC80	151887	8561	9021	3917	12722	5815	15680	44093	8201	4329	25505
DCUN1D3	123879	1187.92	1429	971.95	776	717	1013	1302.97	628	896.91	1352.9
MRPL27	51264	794	684	553	722	553	767	632	568	1273	444
DDR2	4921	5628	4838	4964	4683	4711	5746	7072	4661	5042	6016
RBBP6	5930	4017	4084	3431	3698	2179	3866	3332	2048	6757	2593
QTRT1	81890	2193	4542	2394	1842	1221	3014	1571	1156	3607	2246
UCK2	7371	657.97	796	614	756	549	475	528	550.96	654	365
TNFRSF10D	8793	427	905	730	807	299	671	249	173	821	434
TMBIM1	64114	6664	12375	6109	8655	6212	7489	5643	5130	7139	6612
OR52E8	390079	1	0	0	0	2	0	0	0	0	0
OR6B2	389090	0	0	0	0	0	0	0	0	0	0
STRA13	201254	409	661	837	470	428	520	404	371	964	451
HAX1	10456	1428	2246	2079	2273.99	1286	1814	1187	1261	2798	1353
FBXO4	26272	203	188	184	105	239	230	219	207	362	134
SPZ1	84654	0	1	0	1	2	0	0	1	0	0
SRSF6	6431	8242.96	8133.94	10776.93	11154.86	4940.91	8130.67	8252.78	3776.93	15432.63	5727
ZFPM2	23414	2137	1590	1904	894	941	2123	964	1261	648	1785
C8orf82	414919	722	1049	741	769	655	1135	483	383	1497.93	738
AC019294.1	0	54.14	70.34	20.87	18.78	5.75	38.8	30.25	28.47	94.55	36.68
TRIM77	390231	0	0	0	0	0	0	0	0	0	0
EFHB	151651	70	12	13	16	21	9	2	48	12	18
STARD8	9754	892	1285	1491	986	1140	1385	1203	847	2778	899
CCDC19	25790	45	110	27	13	20	51	46	22	33	40
MYT1	4661	3	4	0	0	1	4	0	2	11	0
CRBN	51185	1379.16	3196.1	2845.99	2097.47	1503.46	3770.46	1684.77	1116.08	2916.41	2508.12
IL36B	27177	0	0	0	0	0	0	0	0	0	0
AP000867.1	0	0	0	2	2	0	0	0	0	0	0
ZNF7	7553	876.74	1028.51	1174.35	904.55	687.3	1004.44	747.38	745.7	1845.99	628.59
ASAH2B	653308	142.95	95.7	153.88	70.2	123.48	145.94	159.58	101.42	364.9	119.84
NDUFV2	4729	1528.23	1448.28	1135.85	901.97	1072.99	1037.71	1303.73	1401.84	1262.98	988.68
CDC123	8872	1115.32	747.45	894.92	919.34	966.42	973.71	1170.41	1106.95	1225.1	657
TBCC	6903	600	182	291	404	267	245	360	441	640	126
RFPL1	5988	0	0	4.92	0	4.74	3.54	1.25	0	2.19	0
WBP11	51729	2979	2638	1927	2240	1548	2040	2226	1564	4870	1578
PPP1R1B	84152	64	13	30	40	29	18	20	81	773	29
FCRL4	83417	0	0	0	0	0	0	0	2	1	0
CPQ	10404	2945	2585	2495	2046	1639	3317	3144	2259	2074	3426
PSMD2	5708	4821	4758	3507	4138	2893	3856	5701	4193	6258	2847
ZNF354A	6940	457.83	352.86	755.51	432.37	418.62	480.74	476.63	353.21	519.34	404.09
LST3	0	0	0	0	0	0	0	0	1	0	0
LRRC40	55631	653	503	417	290	339	493	472	378	460	353
TRIM13	10206	1227.8	1095.09	1345.81	925.17	768.05	944.11	888.63	806.75	1462.01	694.09
PRSS46	100287362	17	12	10	5	6	129	4	7	34	6
TMC4	147798	74	114	211	213	206	311	97	100	393	252
AP001350.1	0	0	0	0	0	0	0	0	0	0	0
ZNF490	57474	34.84	54.26	71.07	54.53	77.76	40.86	76.81	45.77	66.18	17.42
FAM86B1	85002	482.07	600.71	492.53	170.65	249.7	546.97	204.13	122.5	1012.15	505.76
KIF12	113220	52	14	35	13	138	41	8	1	947	62
ITGAX	3687	109	500	311	159	362	345	260	143	94	384
FBF1	85302	694.14	794.83	704.62	598.01	456.49	873.77	503.51	330.46	1216.74	625.21
ZFP62	643836	978	1366	1608	1181	816	1437	754	517	1875	752
ZNF716	441234	0	0	0	0	0	0	0	0	0	0
PALM	5064	2191	3580	1896	2629	2954	2931	2224	2310	4175	2606
TDRD9	122402	45	6	20	5	15	31	52	51	77	142
FAM169B	283777	10	8	22	0	2	6	4	2	2	2
OPLAH	26873	254	155	113	231.63	436.36	169	289.19	383	797.59	141
BTN3A3	10384	1117.74	2449.92	2688.3	1640.04	1077.71	2229.75	856.6	911.04	1976.06	2159.22
OR5M1	390168	0	0	0	0	0	0	0	2	0	0
TEX38	374973	0	0	0	1	1	8	0	2	2	1
EFHC2	80258	135	245	189	153	89	67	382	174	370	91
UBXN11	91544	1867.1	3312.04	2030.4	1081.03	707.68	3115.81	832.82	745.31	4576.05	1467.29
LCE2A	353139	0	0	0	0	1	0	0	0	0	1
CARTPT	9607	0	0	2	0	0	0	0	1	1	0
HOXC9	3225	45	18	112	17	34	76	15	47	65	33
AC093323.1	0	0	0	0	0	1	0	0	0	0	0
RDH16	8608	37	87	91	119	50	121	44	47	133	67
ARHGAP17	55114	2385	5100	3813.18	3236.47	2203	3666	2279.78	1801	3311	3677
CCR1	1230	92	52	23	56	76	18	56	43	23	11
NDUFAF2	91942	436	639	578	385	283	384	368	368	450	368
ZNF708	7562	246	278	279	243	223	371	225	190	469	182
NEUROD2	4761	1	3	0	1	2	3	3	0	12	2
CSF3	1440	51	513	132	6	4	10	16	2	7	97
GAGE12G	2576	0	0	0	0	0	0	0	0	0	0
SOX18	54345	2956	370	734	1442	2928	1323	1021	1552	469	405
DLEU2L	0	5	9	1	7	4	19	4	2	26	8
CHL1	10752	643	265	248	108	216	305.45	89.71	186	55	412
RCN3	57333	1517	2598	1348	1970	1166	1649	1191	1466	2319	1648
CFD	1675	1720	1190	262	608	309	208	622	2508	725	1464
STARD7	56910	2794.47	1430.54	2452.87	2793.67	2110.75	1967.13	2716.02	2284.86	3212.92	1274.5
TMEM199	147007	696.41	514	706.16	613.17	534.79	693.86	532.03	518.73	963.68	309.77
SHANK3	85358	4774	8692	9254	8941	8292	6012	3990	5013	3408	4375.27
SCAP	22937	3392	3234	2970.03	3175	2676	3175	3194	2605	6419	2230
SLC9A6	10479	954	761	935	571	512	720	666	480	924	667
ZNF280A	129025	0	0	1	0	1	0	0	0	1	0
CYP11B1	1584	11	76	7	36	24	38	0	39	23	15
HSPB9	94086	8	2	10	16	2	7	0	6	16	10
FMO1	2326	99	18	69	32	69	72	381	134	3	65
AK2	204	2689.4	4069.33	2892.3	2244.55	2188.73	2963.77	2533.05	2171.86	4432.05	2149.52
TRAK1	22906	1373	1217	1526	1659	1325	2069	1818	1313	1212	1503
ZNF789	285989	622	821.04	755	643.79	439.04	1369	711	530	1888.45	722
TPCN1	53373	4833	6250	6958	5286	3569	7557	3210	2572	16181	5383
NT5C2	22978	1839.91	3105.69	3232.18	2467.33	1788.52	2996.57	1698.52	1301.93	4787.65	2489.07
KRTAP8-1	337879	0	0	0	0	0	0	0	0	0	0
PAOX	196743	150	137	160	178.98	171	138	149	105	346.94	110
CTDSPL	10217	1503	963	1741	1548	1217	1787	2070	2521	1805	1609
RBM19	9904	2369	3387	2428	1738	1324	2882	1777	796	4953.99	2249
PHF19	26147	2791	2648	3203	2003	1160	2402	1193	950	5056	2319
FERMT3	83706	444	265	195	381	310	203	442	357	309	200
CPOX	1371	590	734	922	912	452	678	676.55	332	973	639
ZNF844	284391	319	812	1040	819	381	567	291	555	951	340
UTRN	7402	5079	4104	7401	3016	4909	5461	4222	4187	10062	4331
RAB5B	5869	5029.77	5295.78	4882.34	6271.27	4607.62	5109.32	6088.72	5049.52	6650.13	4198.7
TERF2	7014	1085	1114	1260	1006	948	1112	1269	829	1563	654
ALG5	29880	650	594	674	353	514	602	560	625	753	357
ERAP2	64167	1108	256	2789	735	165	641	1094	938	642	2729
ACO1	48	1888	1425	1559	1658	1398	1384	1912	1420	1662	933
AC010646.3	0	0	0	1.45	0	0	0	0	0	0	0
GCGR	2642	11	2	9	4	3	4	0	2	11	4
PCDHGA11	5098	159.55	144.71	117.29	114.71	69.39	130.85	51.86	48.23	204.66	104.3
TMX3	54495	1876	1877	1978	1272	1612	2238	1750	1353	2047	1754
ALG11	440138	295.65	201.53	154.39	115.98	192.3	207.31	254.33	170.28	380.65	90.24
LRIG2	9860	1238	1797	1572	1253	875	1953	1179	726	2837	1072
OR8B8	26493	0	0	0	0	0	0	0	0	0	0
ALDOC	230	902	1028	701.77	819	366	1025	401	289	3280.96	590.36
FOXD4L1	200350	9.76	4.48	1.11	6.09	3.12	5.65	1.13	4.26	4.38	5.05
WHSC1L1	54904	3184	4231.62	4303.82	3829.68	2572.66	4325.85	3409.37	1977	5424.32	3810
NDUFAF6	137682	342	438	432	322	174	483	251	196	592	220
RBBP7	5931	6298.89	6201.59	5502.42	4154.11	2829	4683.8	7304.66	3232	6784.92	3824.69
SSX7	280658	0	0	0	0	0	0	0	0	0	0
AC018867.1	0	0	0	0	0	0	0	0	0	0	0
LOXL1	4016	1296	501	334	290	463	805.9	873.94	1610	811	594.92
C16orf93	90835	122.91	180	55.92	103.34	82.09	156.19	62.07	58.07	490.52	97.88
CCZ1B	51622	925.93	811.63	1149.08	970.9	648.42	1428.16	1035.95	789.78	1174.24	855.7
AC104472.1	0	0	2	1	1	2	0	0	0	0	0
PCMT1	5110	1657	1297	1920	1581	1201	1342	1615	1474	1978	1229
RTEL1	51750	1369.96	2019.27	827.05	990.76	999.55	2516.38	1081.7	652.25	2126.12	757.22
MICU3	286097	628	1130	1203	491	365	1150	473	350	1113	970
ABCB5	340273	20	9	3	21	7	29	1	4	23	9
PDXDC1	23042	2708.7	5147.17	3137.71	3299.06	2727.29	2572.51	3185.63	2196.74	4989.26	2662.19
CLEC18A	283971	5.39	4.83	38.53	18.19	54.68	59.94	20.01	19.61	76.69	23.7
KRTAP21-2	337978	0	0	0	0	0	0	0	0	0	0
NOC4L	79050	558	740	563	438	422	787	398	331	922	406
ATN1	1822	20685	38426	23037	23653	14714	22165	15955	10040	41537	17525
KIAA2018	205717	908	609	866	657	608	889	899	511	1174	659
TMEM14E	645843	6	6	6	0	1	7	2	0	3	14
CBX8	57332	76	29	75	71	93	27	85	79	106	16
CC2D1A	54862	1361	2461	2004	1762	1507	2510	1268	1195	2891	1606
FAM177B	400823	2	0	4	1	14	0	1	5	5	2
IMMT	10989	1992	1885	1912	1646	1520	1894	2271	2087	1998	1229
LYG2	254773	0	0	1	1	2	1	1	1	0	0
ZBTB9	221504	235	93	190	276	130	123	127	105	654	76
RPL36A-HNRNPH2	0	3.44	7.76	2.23	3.76	0	4.01	22.64	0	6.55	0
SOX6	55553	146	70	173	86	148	154	18	71	77	163
LRTOMT	220074	353.62	459.71	437.57	364.63	282.56	605.78	259.76	228.37	665.51	383.79
KCNJ15	3772	7	15	16	17	25	6	9	15	72	45
AC106873.4	0	0	0	0	0	0	0	0	0	1	0
KCNJ14	3770	33	49	76	89	51.11	43	42	20.74	38.89	48.44
CTAGE1	64693	1	0	0	2.01	4	3	1	2	1	0
MDM4	4194	2758	4386	3935	3225	1793.08	4612	2456	1894	4787	2371
FBXL17	64839	786	410	786	400	605	740	880	576	702	729
HIF3A	64344	7358.32	4534.82	6882.16	426	1017.82	1457.31	3709.89	5589.36	9269.28	928.61
TUBB4B	10383	5717.62	1127.07	1345.23	2728.9	1752.16	2043.1	4223.89	3598.85	4369.08	1872.68
KCNH5	27133	1	0	0	3	1	19	0	0	3	7
DUOX1	53905	55.79	100.42	132.68	110.27	93.77	114.1	76.33	74.6	193.77	123.27
WDHD1	11169	252	151	183	140	96	275	165	99	371	128
FAM136A	84908	557	497	600	618	530	662	649	574	1397.65	476
PHRF1	57661	2174	3166	2321	2173	1407	2504	1648	1072	3713	1771
WDR24	84219	686.84	616.55	486.44	730.43	628.08	782.76	591.9	450.34	1395.78	437.42
GUCY2C	2984	4	7	5	45	255	3	12	4	6	1
NDUFA7	4701	392.65	435	270.44	273.83	290	308.96	308	345	523	212
MEF2BNB	729991	667.95	830.04	571.78	457.04	594.21	839.92	478.31	519.59	953.35	441.58
SFR1	119392	127	185	175	91	163	128	59	123	234	77
ABCG5	64240	4	4	1	6	6	10	1	3	575	5
GNAT1	2779	0	0	0	0	0	0	0	0	0	0
OR8S1	341568	0	2	1	11	7	0	9	1	14	4
POLR3C	10623	669	786	806	597	511	645	664	498	1054	473
APPL2	55198	2013	2334	2198	1950	1232	2047	2099	1214	2772	1571
DEFA6	1671	2	13	3	0	0	2	1	0	0	0
METTL20	254013	203.96	309.66	289.23	145.53	178.01	389.09	170.55	156.42	359.99	242.79
FAM13A	10144	2098.36	2332.13	3113.92	1582.02	1141.26	3763.41	2033.35	1332.67	3029.24	3180.88
MOGS	7841	1750	3235	1891	2094	1890	2816	1863	1300	3371	1610
CEA	0	0	0	0	0.05	0	0.89	0	0	0	0
DNHD1	144132	1005	1336.61	951.86	1105.54	1110	2708	1221.67	662.77	2925.37	1006
EFCAB3	146779	0	1	0	0	1	0	0	0	0	0
COX14	84987	515.95	743	739	707	500	709	562	600.97	768	492
MUC3A	4584	3	3	4	21.81	38	98	21	65	2	22
ALG14	199857	254	92	161	111	124	204	161	228	311	106
AC131097.4	0	10	4	22	1	1	10	2	14	15	2
LIN52	91750	464	384	441	221	364	346	369	325	583	236
AC073569.1	0	0	0	0	0	0	0	0	0	0	0
TCP1	6950	4930.34	5708.79	6013.48	6129.13	3461.22	3653.27	3880.76	3428.62	7679.25	3220.5
SYNC	81493	401.94	216.72	279.5	439.2	1373.26	305.78	1536.44	3068.71	175.31	229.96
UGT1A1	54658	0	0	0	0	5.79	0	2.73	4	3.5	0
CT47A2	255313	0	0	0	0	0	0	0	0	0	0
SLC39A10	57181	462	641	793	911	825	925	883	352	1113	676
MBD6	114785	6262	9811	4970	5102	4738	7328	4244	2675	15048.65	4682
C12orf79	256021	91.02	35	41	39	21	24	24	44	38.02	18
AL645608.2	0	0	0	0	0	0	0	0	0	0	0
APOL4	80832	275	296	311	222	185	166	172	84	766	134
ATF7IP	55729	1535	2102	2721	1332	894	1602	814	691	1325	1175
GPR132	29933	51	30	25	57	45	55	43	43	86	25
SPANXN5	494197	0	0	0	0	1	0	0	0	0	1
PXDNL	137902	9	3	19	9	18	13	7	6	12	7
CORO7-PAM16	100529144	11.7	10.37	5.82	15.27	0	13.46	9.03	15.19	17.69	0
TENM2	57451	8	4	6	9	11	12	47	3	8	80
CALHM3	119395	8	4	11	13	2	9	7	6	1	10
DGKH	160851	2978	4073	2342	2442	2571	5251	4996	3262	3059	3537
CYLC2	1539	0	0	0	0	0	0	0	0	1	0
FGF9	2254	11	6	28	22	153	63	15	62	137	93
SLAMF9	89886	0	1	0	0	0	0	0	0	0	0
GAGE12D	729422	0	0	0	0	0	0	0	0	0	0
SFTPD	6441	23	12	17	15	14	19	8	0	38	9
PPARGC1B	133522	436	207	265	363	188	298	346	727	560	160
ATRN	8455	1973	1533	1505	1298	1293	1404	1968	1509	3118	1263
GJB1	2705	2	1	0	6	10	3	0	0	61	1
FILIP1L	11259	8874	3097	1221	4546	10782	3825	19972	13342	3304	2821
REEP3	221035	1707	1725	1373	1158	1268	1364	2869	1564	1421	1240
RP11-210M15.2	0	3	0	2	2	1	3	2	0	7	1
PLEKHO2	80301	2178.38	1953.28	1449.77	2096.91	2044.65	1338.47	1938.41	2024.22	2695.15	956.73
ROR2	4920	1910	2973	2113	2377	1278	1629	2501.99	2417	5409	1162
LINC00999	0	42.53	43.76	49.03	72.34	40.22	77.4	40.04	38.56	194.12	42.95
PRKCG	5582	2	3	1	1	13	5	2	1	34	4
MTFP1	51537	54	306.38	52.53	83	84.4	70.55	50.73	42	66.56	64.1
RABL6	55684	3275.33	4467.84	3072.37	3065.73	2564.37	3439.72	2971.92	2727.49	5159.29	2379.96
C19orf59	199675	27	20	21	4	8	0	13	4	4	6
GNL3L	54552	191	227	161	230	201	212	238	137	298	141
SMAD3	4088	3645	7956	4710	4647	2741	6027	3513	1472	7874.82	4602
B4GALNT2	124872	0	0	0	0	0	0	0	0	0	0
SENP1	29843	727.92	606	789	640	621	601	718	440	898.62	361
ADCY9	115	1819	1519	1783	1603	1129	1399	1178	1065	3033	1197
FSCB	84075	0	0	0	0	0	0	1	1	0	2
RNF103	7844	5752.22	2021.66	2066.28	2165.5	1993.3	3747.52	3041.66	1656.2	5242.48	2330.66
CT47A5	255313	0	0	0	0	0	0	0	0	0	0
AC111200.1	0	0	0	0	0	0	0	0	0	0	0
MNT	4335	2050.34	2498.81	1681.56	2485.34	1337.92	1593.56	1500	1246	2082.7	1365
CSRP3	8048	3	0	4	0	0	5	0	6	9	4
MC2R	4158	0	2	0	1	0	0	0	0	2	1
SMIM9	100132963	1	0	1	0	1	1	0	0	0	0
GSN	2934	59300	47337	41699	35521	45095.81	98309.99	45716.44	47162	38528	117405
AADACL2	344752	1	0	3	1	1	9.19	0	2	5.67	23.74
TMEM258	746	1075.62	2334.99	1563.72	1235	933	1193.77	1052.47	761	2140.31	1009.98
LONRF1	91694	2157	1950	1285	1691	831	2290	1303	486	4053	2552
TBCCD1	55171	436.6	273	506.91	452.96	393.81	433.2	427.68	250.07	804.57	261.02
LRP2	4036	1	2	1	1	5	1	0	3	0	3
S100P	6286	9	38	24	8	12	3	2	6	10	59
EDC3	80153	1246.53	970.07	1055.68	1425.55	892	1504.61	1074	1023	2250.23	868.61
CEP290	80184	1730.07	1973.79	2162.67	1488.78	858.83	2695.7	1511.33	659.91	2986.82	1690.84
ATP6V0E1	8992	2853	3556	3073	3234	2996	2874	2806	2965	3549	2120
JPH2	57158	6473	6462	2656	4390	2456	5977	8653	10924	2431	2677
ACKR4	51554	236.92	96.23	37.85	212.6	191.52	205.59	60.07	160.65	58.52	255
AC073610.5	0	0	0	0	0	0	0	0	0	0	0
SFRP1	6422	2520	1852	2886	3446	2742	2921	13012	2377	1914	4117
CREBRF	153222	1002	4196	2740	2642	1947	3898	1811.16	1013	3093	2794
SNX19	399979	3439	3925	2594	3117	2415	2644	3500	2690	4606	2675
IFNL2	282616	0	0	0	0	0	0	0	0	0	0
DCBLD2	131566	1335.82	892	1046	1543	1171	1862	1916	1413	1867	1681.95
ULBP2	80328	0	11	17	14	3	2.05	2	5	3	3
DLK1	8788	16	39	34	146	7	10	2	11	30	53
G6PC	2538	0	0	4	0	2	1	0	2	0	0
LPIN2	9663	1412	2052.91	1774	1233	1177	1798	1557	930	1788.84	1428
PPP1R3A	5506	2	0	0	1	1	0	3	3	0	0
HCRTR2	3062	0	0	0	0	1	2	0	0	3	1
VPS33B	26276	740	965	833	673	477	866	531	497	1407	496
SPATA31A5	727905	0	0	0	0	0	0.01	0	0	0	0
TMEM45B	120224	4	2	7	9	6	10	9	5	16	3
PLA2R1	22925	1919	1636	1414	2084	1789	2983	1347	731	3274	2049
WTAP	9589	3618.68	6283.14	3845.76	3140.62	2526.62	3521.79	2212.67	1845.62	4630.65	2530
PPP2R2A	5520	2070	2887	3145	1722	1602	2315	1958	1284	2006	1994
BEAN1	146227	39	22	36	22	23	58	37	22	131.19	46
NAA15	80155	1112	1480	1858	857	919	1045	949	811	1193	813
CDK13	8621	2323	2006	3320	2872	1957	3471	2241	1360	3730	2227
MTL5	9633	24	18	31	14	37	48	21	7	79	13
TMEM186	25880	279	172	196	288	203	186.26	196	159	464.29	102
EMP3	2014	3385	3284	2272.94	2129.72	946	2513.78	2259	2003.45	3427	1864.51
MAPKBP1	23005	2229.97	2225.75	1869.41	2382.26	1707.01	3051.23	1944.03	1302.99	3398.8	2086.95
LGALS2	3957	0	0	2	2	6	6	23	20	0	1
PROX1	5629	27	181	95	130	109	135	56	275	40	214
SNAPC5	10302	504.94	437.47	546.97	473.11	454.75	608.99	483.35	423.7	859.34	382.97
FYTTD1	84248	2451	1987	2632	2079	1879.94	1891	2263	1918	1921	1831
HBCBP	0	0	0	1	2	0	1	1	9	1	1
GSTT2B	2953	91.71	115.68	65.54	71.02	30.64	74.72	157.21	104.43	163.93	45.88
MAP3K13	9175	693.66	763.46	616.69	380.15	512.74	739.87	507.88	505.83	900.12	693.21
CCDC126	90693	345	151	406	219	255	219	310	234	297	219
USP12	219333	1269	2260	1978	1078	1129	1972	1246	1427	1048	2075
HOXA13	3209	58	208	77	165	28	118	470	59	47	256
DPH6	89978	295	380	292	137	161	277	218	153	401	198
CEP41	95681	434	219	296	430	358	352	293	287	379	262
SERPINA4	5267	1	2	0	2	0	0	0	2	3	0
GPR142	350383	9	9	1	6	9	6	1	10	4	1
VWCE	220001	315	322	185	258	119	308	96	38	417	75
TK2	7084	1504.5	1953.41	1669.91	1515.85	1105.32	2147.34	1071.86	1020.43	2801.26	1406.28
SLC4A3	6508	2441	2657	1588	929	793	1761	1257	1181	3036	741
KNOP1	400506	295	907.66	469.51	446.56	345.28	412.79	542.36	256.7	687.31	263.29
SMARCA1	6594	2723	1297	1883	1607	1703	1502	3206	1455	2308	1235
PFN2	5217	3187	2289	3192	2392	1602	1917	2723	1849	2625	1962
RHOB	388	34778	14498	10151	3502.4	16974	14535	13440	20781	15986	23837
DSPP	1834	2	0	0	0	2	2	1	1	1	1
TNIP3	79931	1	2	2	1	1	4	1	0	1	1
TSPYL4	23270	2084	1116	2181	2895	1218	1884	1525	1077	4146.02	1185
GAPDHS	26330	0	8.66	0	2.35	1	2.13	1	0	0	2.38
PAIP2	51247	3149.71	2542.8	3717.22	2011.34	2098.6	2366.64	2304.59	1669.94	2502.26	2362.6
DEFB131	644414	0	0	0	0	0	0	0	0	0	0
HTR5A	3361	0	0	0	0	0	0	0	1.12	1	0
GGN	199720	6	20	12	25	32	24	15	13	24	10
TTYH3	80727	2513	1993	1552	2597	1894	1660	1543	1177	2745	1110
MRPL40	64976	622	398	453	542	380	467	423	487	1030	366
ANKRD16	54522	315.96	702	471.1	352.32	260	405.98	257.93	183.52	824.9	341.61
CCDC108	255101	3	1	0	5	8	5	0	2	9	0
METTL5	29081	550.66	575.87	778.9	418.86	452.69	570.11	541.67	562.06	544.38	480.43
CCDC174	51244	908	1412	1411	1289	679	1512	840	492	1947	931
FAM3C	10447	2219.23	2986.33	2346.37	1748.83	2396.71	2106.6	2581.69	1743.13	1469.54	2595.01
PRAMEF12	390999	0	0	0	0	0	0	0	0	0	0
AC008686.1	0	0	0	0	0	0	0	0	0	0	0
LRRC52	440699	0	0	0	0	1	1	0	1	0	0
RPS6KA4	8986	1006	687	904	1169	812	618	1193	987	1058	447
TMEM120B	144404	2117.24	9867.74	2745.89	2036.96	1034.57	2203.4	3468.37	1118.43	4745.9	2007.01
FAM105A	54491	130	26	42	52	106	52	146	58	286	70
ZNF521	25925	933	995	1897	1470	1318	1456	819	937	1264	1264
CTC-429P9.4	0	15.76	34.77	0	17.19	15.05	0	36.11	49.88	7.8	0
CSK	1445	1215	984	1348	1794	1069	1361	1293	730	2134	902
AIDA	64853	2010.5	2682.15	4070.02	1928.69	2367.06	2362.9	2187.2	2605.73	1544.3	2847.95
GNB3	2784	262.94	732.13	431.89	1750.42	379.79	1289.51	345.49	624.5	1058.01	518.45
RP11-399J13.3	0	9.2	51.74	13.03	15.76	11.73	94.87	60.32	0	47.65	0
FITM1	161247	17	13	41.8	25.26	18	34	4	14	27	12
CLU	1191	26321	27694	25631	34885.98	26023	27845	25381.61	23254	23992	28462.96
RP11-389E17.1	0	0	0	0	0	0	0	0	0	0	0
EFNB1	1947	2345	1856	1781	1614	1530	1325	1458	1246	2142	814
CA5B	11238	493.2	670.92	645.47	560.97	552.49	835.55	457.55	386.88	930.72	550.56
CRCT1	54544	10	4	35	3	2	3	5	3	2	2
CCDC166	100130274	0	2	0	1	0	2	0	0	0	0
AC110619.2	0	17.1	12.14	13.24	9.22	3	22.32	10.84	4.49	45.53	13.06
PANK3	79646	3026	3018	2371	2210	1816	2892	2562.55	1344.99	3999.58	2068
CLCA4	22802	8	9	1	13	4	3	2	8	5	1
ZFAT	57623	395	234	353	406	219	318	425	244	511	235
BLCAP	10904	1155	1071	1775	1744	1296	1540	1396	1618	3121	1229
SLC17A9	63910	276	707	324	281	276	163	370	290	322	134
RBM47	54502	77	39	31	64	84	38	69	65	67	15
ATXN3L	92552	0	0	0	0	0	0	0	0	0	0
HERPUD2	64224	1163	1040	1725	1447	1318	1495	1096	794	1762.09	1000
HBE1	3046	5	7	4	0	4	16	13	6	34	8
NDUFB10	4716	1623	1374	1413	1397	1073	1446	1475	1530	2140	1070
COL10A1	1300	3	4.49	5	4	4	14	6.88	5.56	8.67	6
KCNK17	89822	26	17	40	74	68	12	35	6	58	31
ACSS2	55902	1451	2196	2162	1741	1290.01	2530	1198	1036	2550	1452
RNF152	220441	1245	1942	2548	1011	1514	3219	866	747	3798	2883
ETV3L	440695	0	0	0	0	0	0	0	0	0	0
GPR89B	51463	437.82	381.96	694.89	405.09	226.93	564.48	458.43	343.56	529.93	272.84
PIGQ	9091	1882	2355	1444	1359.26	1410	2312.1	1345	1507	2982	1441
WDR3	10885	1042	613	739.29	729	668	538.76	729	536	1039	264
SPI1	6688	266	187	117	196	273	123	244	271	122	81
GLOD5	392465	0	0	0	0	0	0	0	0	1	0
GP5	2814	9	1	13	3	5	6	4	1	35	5
GANAB	23193	9652	14809	10132	10699	7701	9965	10615	6342	18082.01	7975
AKAP2	11217	3782.81	4938.21	5105.99	4134.62	4927.6	3767.99	5802.25	6019.3	2230.91	4189.78
COX4I2	84701	91	98	222	147	210	170	123	145	79	97
ZNF705B	100132396	0	0	0	0	1.43	0	0	1	0	0
ALG1	56052	492.59	291.72	322.54	415.28	364.09	429.67	426.59	551.57	782.32	209.56
SELT	0	1919	1358.97	2020.96	1588	1584	1438	1781	1835	1923.97	1250
PYDC1	260434	0	0	1	0	0	0	0	1	2	1
OR10S1	219873	0	0	0	0	1	0	1	0	0	0
DDC8	0	11.29	14	5	14.07	10.13	13	12	1	14.31	8.28
SYAP1	94056	1447	1108	1219	852	1058	1045	1324	1235	1152	969
RPA3	6119	297	249	274	212	182	298	193.87	143	362	167
TUSC2	11334	670.38	459	525	830	550	647	542	667	968	433
NDST2	8509	1324.21	1574.16	1236.18	1468.46	964.87	1713.86	1192.85	825.72	2874.38	1047.36
TMEM217	221468	17.09	10.03	6	11.08	16.15	7.06	10	6	8.07	10.05
PDPK1	5170	2659.08	2508.86	2718.5	2929.33	1698.18	3168.09	2019.98	1722.48	4099.87	2111.25
GRXCR1	389207	0	0	0	0	1	0	0	0	0	0
HOXA1	3198	28	21	16	13	14	35	24	38	109	13
PPIL2	23759	2071.09	2170.49	1738.16	1868.71	1463.76	2942.98	1856.46	1544.35	4021.16	2009.16
CREG2	200407	0	0	1	0	0	2	0	0	1	2
HMSD	284293	10.45	0	6	1	1	3	0	0	3	5
RP11-215A19.2	0	0	0	0	0	0	0	0	0	12.78	0
FIGN	55137	471	286	947	293	246	753	372	549	114	486
TAGAP	117289	76	124.29	205.08	1398.29	183	229.77	96	101.7	768.74	85.25
ZSCAN18	65982	5896.26	8709.17	5510.02	6573.34	5162.55	8698.84	3739.8	3062.25	10664.32	5247.46
ZBED5	58486	3115.1	3859.07	4035.71	2013.2	1689.89	3315.99	1865.33	1569.38	5340.87	2161.42
FGG	2266	27	19	21	52	52	10	1	65	17	1
ODF2L	57489	1143	1837	1824	893	922	1880	1242	801	1477	1213
